ID,Type,Classes,Article,MainText,HistoricalNote,DecodedRef,DecodedParts,DecodedTerm
se:6_6_1-ss:1,Provision,Subsection SubsectionFirst,6.6.1,"6.6.1. Les vérins télescopiques en acier, les étais de bois et les échafaudages d’étaiement doivent être conformes aux exigences de la sous-section 2.13.",,6.6.1,Article=6.6.1,
se:6_6_2,Provision,section,6.6.2,"6.6.2. Poteaux, solives et longerons:1. La longueur minimale de dépassement d’une solive appuyée sur un longeron doit être d’au moins 300 mm, à moins que la solive ne soit fixée au moyen d’attaches, auquel cas la solive doit au minimum s’appuyer sur la pleine largeur du longeron.1.1. Sur une même section linéaire du périmètre de l’étaiement du coffrage d’une dalle, la longueur de dépassement des solives ou des longerons doit être égale.2. Les longerons doivent être d’une longueur suffisante pour être soutenus par au moins 3 poteaux.3. La continuité des longerons doit être assurée par l’une ou l’autre des façons suivantes:a) par une pièce de bois de 50 mm d’épaisseur nominale et d’une largeur égale à la plus petite des largeurs du longeron ou de la tête du vérin télescopique et d’une longueur permettant l’assujettissement solide aux 2 longerons lorsque les poteaux sont placés immédiatement sous le joint des longerons et que:i. des vérins télescopiques à semelle de 100 × 100 mm ou 100 × 150 mm sont utilisés; ouii. des longerons de 100 mm de largeur sont utilisés;b) par une pièce de même section que celle des longerons clouée à ceux-ci et de longueur suffisante pour être supportée par au moins 2 poteaux lorsque les poteaux sont placés de chaque côté du joint mais non à l’extrémité des longerons;c) par la semelle du vérin télescopique si ses dimensions sont suffisantes pour le faire, soit lorsque:i. des vérins télescopiques à semelle de 100 × 200 mm sont utilisés;ii. des longerons de 100 × 100 mm sont utilisés; etiii. les poteaux sont placés immédiatement sous le joint des longerons.4. Les poteaux doivent être fixés, puis appuyés et liés solidement à chaque extrémité.5. Les coffrages des poutres en béton armé doivent être soutenus par au moins 2 rangées de poteaux.","R.R.Q., 1981, c. S-2.1, r. 6, a. 6.6.2; D. 1413-98, a. 27.",6.6.2,Article=6.6.2,
se:6_6_2-ss:1,Provision,Subsection SubsectionFirst,6.6.2,"6.6.2. Poteaux, solives et longerons:1. La longueur minimale de dépassement d’une solive appuyée sur un longeron doit être d’au moins 300 mm, à moins que la solive ne soit fixée au moyen d’attaches, auquel cas la solive doit au minimum s’appuyer sur la pleine largeur du longeron.1.1. Sur une même section linéaire du périmètre de l’étaiement du coffrage d’une dalle, la longueur de dépassement des solives ou des longerons doit être égale.2. Les longerons doivent être d’une longueur suffisante pour être soutenus par au moins 3 poteaux.3. La continuité des longerons doit être assurée par l’une ou l’autre des façons suivantes:a) par une pièce de bois de 50 mm d’épaisseur nominale et d’une largeur égale à la plus petite des largeurs du longeron ou de la tête du vérin télescopique et d’une longueur permettant l’assujettissement solide aux 2 longerons lorsque les poteaux sont placés immédiatement sous le joint des longerons et que:i. des vérins télescopiques à semelle de 100 × 100 mm ou 100 × 150 mm sont utilisés; ouii. des longerons de 100 mm de largeur sont utilisés;b) par une pièce de même section que celle des longerons clouée à ceux-ci et de longueur suffisante pour être supportée par au moins 2 poteaux lorsque les poteaux sont placés de chaque côté du joint mais non à l’extrémité des longerons;c) par la semelle du vérin télescopique si ses dimensions sont suffisantes pour le faire, soit lorsque:i. des vérins télescopiques à semelle de 100 × 200 mm sont utilisés;ii. des longerons de 100 × 100 mm sont utilisés; etiii. les poteaux sont placés immédiatement sous le joint des longerons.4. Les poteaux doivent être fixés, puis appuyés et liés solidement à chaque extrémité.5. Les coffrages des poutres en béton armé doivent être soutenus par au moins 2 rangées de poteaux.",,6.6.2,Article=6.6.2,
se:6_6_2-ss:1-p1:1,Provision,Paragraph,6.6.2,"1. La longueur minimale de dépassement d’une solive appuyée sur un longeron doit être d’au moins 300 mm, à moins que la solive ne soit fixée au moyen d’attaches, auquel cas la solive doit au minimum s’appuyer sur la pleine largeur du longeron.",,6.6.2 al. 1,Article=6.6.2 | Alinéa=1,
se:6_6_2-ss:1-p1:1_1,Provision,Paragraph,6.6.2,"1.1. Sur une même section linéaire du périmètre de l’étaiement du coffrage d’une dalle, la longueur de dépassement des solives ou des longerons doit être égale.",,6.6.2 al. 1.1,Article=6.6.2 | Alinéa=1.1,
se:6_6_2-ss:1-p1:2,Provision,Paragraph,6.6.2,2. Les longerons doivent être d’une longueur suffisante pour être soutenus par au moins 3 poteaux.,,6.6.2 al. 2,Article=6.6.2 | Alinéa=2,
se:6_6_2-ss:1-p1:3,Provision,Paragraph,6.6.2,"3. La continuité des longerons doit être assurée par l’une ou l’autre des façons suivantes:a) par une pièce de bois de 50 mm d’épaisseur nominale et d’une largeur égale à la plus petite des largeurs du longeron ou de la tête du vérin télescopique et d’une longueur permettant l’assujettissement solide aux 2 longerons lorsque les poteaux sont placés immédiatement sous le joint des longerons et que:i. des vérins télescopiques à semelle de 100 × 100 mm ou 100 × 150 mm sont utilisés; ouii. des longerons de 100 mm de largeur sont utilisés;b) par une pièce de même section que celle des longerons clouée à ceux-ci et de longueur suffisante pour être supportée par au moins 2 poteaux lorsque les poteaux sont placés de chaque côté du joint mais non à l’extrémité des longerons;c) par la semelle du vérin télescopique si ses dimensions sont suffisantes pour le faire, soit lorsque:i. des vérins télescopiques à semelle de 100 × 200 mm sont utilisés;ii. des longerons de 100 × 100 mm sont utilisés; etiii. les poteaux sont placés immédiatement sous le joint des longerons.",,6.6.2 al. 3,Article=6.6.2 | Alinéa=3,
se:6_6_2-ss:1-p1:3-p2:a,Provision,Subparagraph,6.6.2,a) par une pièce de bois de 50 mm d’épaisseur nominale et d’une largeur égale à la plus petite des largeurs du longeron ou de la tête du vérin télescopique et d’une longueur permettant l’assujettissement solide aux 2 longerons lorsque les poteaux sont placés immédiatement sous le joint des longerons et que:i. des vérins télescopiques à semelle de 100 × 100 mm ou 100 × 150 mm sont utilisés; ouii. des longerons de 100 mm de largeur sont utilisés;,,6.6.2 al. 3a),Article=6.6.2 | Alinéa=3 | Niveau2=a),
se:6_6_2-ss:1-p1:3-p2:b,Provision,Subparagraph,6.6.2,b) par une pièce de même section que celle des longerons clouée à ceux-ci et de longueur suffisante pour être supportée par au moins 2 poteaux lorsque les poteaux sont placés de chaque côté du joint mais non à l’extrémité des longerons;,,6.6.2 al. 3b),Article=6.6.2 | Alinéa=3 | Niveau2=b),
se:6_6_2-ss:1-p1:3-p2:c,Provision,Subparagraph,6.6.2,"c) par la semelle du vérin télescopique si ses dimensions sont suffisantes pour le faire, soit lorsque:i. des vérins télescopiques à semelle de 100 × 200 mm sont utilisés;ii. des longerons de 100 × 100 mm sont utilisés; etiii. les poteaux sont placés immédiatement sous le joint des longerons.",,6.6.2 al. 3c),Article=6.6.2 | Alinéa=3 | Niveau2=c),
se:6_6_2-ss:1-p1:4,Provision,Paragraph,6.6.2,"4. Les poteaux doivent être fixés, puis appuyés et liés solidement à chaque extrémité.",,6.6.2 al. 4,Article=6.6.2 | Alinéa=4,
se:6_6_2-ss:1-p1:5,Provision,Paragraph,6.6.2,5. Les coffrages des poutres en béton armé doivent être soutenus par au moins 2 rangées de poteaux.,,6.6.2 al. 5,Article=6.6.2 | Alinéa=5,
se:6_7_1,Provision,section,6.7.1,"6.7.1. Contreventement horizontal:1. Un contreventement horizontal doit être placé dans 2 directions horizontales perpendiculaires à chaque poteau de tout étaiement lorsque:a) ce poteau a plus de 1,8 m et qu’il est posé sur le sol;b) ce poteau a plus de 3,5 m et qu’il repose sur une dalle de béton.2. Le contreventement horizontal doit être placé:a) aussi près que possible de la mi-hauteur des poteaux à moins que les calculs de flambage n’indiquent un autre point; etb) lorsque les poteaux ont 5,5 m ou plus, à des hauteurs ne dépassant pas 2,7 m entre ce contreventement et:i. la base ou la tête du poteau; ouii. un autre contreventement sur un même poteau.3. Les contreventements requis au paragraphe 1 peuvent être omis si l’ingénieur qui a fait les calculs nécessaires au plan d’étaiement des coffrages à béton indique sur les plans déposés qu’il les juge non-requis.","R.R.Q., 1981, c. S-2.1, r. 6, a. 6.7.1; N.I. 2014-01-01.",6.7.1,Article=6.7.1,
se:6_7_1-ss:1,Provision,Subsection SubsectionFirst,6.7.1,"6.7.1. Contreventement horizontal:1. Un contreventement horizontal doit être placé dans 2 directions horizontales perpendiculaires à chaque poteau de tout étaiement lorsque:a) ce poteau a plus de 1,8 m et qu’il est posé sur le sol;b) ce poteau a plus de 3,5 m et qu’il repose sur une dalle de béton.2. Le contreventement horizontal doit être placé:a) aussi près que possible de la mi-hauteur des poteaux à moins que les calculs de flambage n’indiquent un autre point; etb) lorsque les poteaux ont 5,5 m ou plus, à des hauteurs ne dépassant pas 2,7 m entre ce contreventement et:i. la base ou la tête du poteau; ouii. un autre contreventement sur un même poteau.3. Les contreventements requis au paragraphe 1 peuvent être omis si l’ingénieur qui a fait les calculs nécessaires au plan d’étaiement des coffrages à béton indique sur les plans déposés qu’il les juge non-requis.",,6.7.1,Article=6.7.1,
se:6_7_1-ss:1-p1:1,Provision,Paragraph,6.7.1,"1. Un contreventement horizontal doit être placé dans 2 directions horizontales perpendiculaires à chaque poteau de tout étaiement lorsque:a) ce poteau a plus de 1,8 m et qu’il est posé sur le sol;b) ce poteau a plus de 3,5 m et qu’il repose sur une dalle de béton.",,6.7.1 al. 1,Article=6.7.1 | Alinéa=1,
se:6_7_1-ss:1-p1:1-p2:a,Provision,Subparagraph,6.7.1,"a) ce poteau a plus de 1,8 m et qu’il est posé sur le sol;",,6.7.1 al. 1a),Article=6.7.1 | Alinéa=1 | Niveau2=a),
se:6_7_1-ss:1-p1:1-p2:b,Provision,Subparagraph,6.7.1,"b) ce poteau a plus de 3,5 m et qu’il repose sur une dalle de béton.",,6.7.1 al. 1b),Article=6.7.1 | Alinéa=1 | Niveau2=b),
se:6_7_1-ss:1-p1:2,Provision,Paragraph,6.7.1,"2. Le contreventement horizontal doit être placé:a) aussi près que possible de la mi-hauteur des poteaux à moins que les calculs de flambage n’indiquent un autre point; etb) lorsque les poteaux ont 5,5 m ou plus, à des hauteurs ne dépassant pas 2,7 m entre ce contreventement et:i. la base ou la tête du poteau; ouii. un autre contreventement sur un même poteau.",,6.7.1 al. 2,Article=6.7.1 | Alinéa=2,
se:6_7_1-ss:1-p1:2-p2:a,Provision,Subparagraph,6.7.1,a) aussi près que possible de la mi-hauteur des poteaux à moins que les calculs de flambage n’indiquent un autre point; et,,6.7.1 al. 2a),Article=6.7.1 | Alinéa=2 | Niveau2=a),
se:6_7_1-ss:1-p1:2-p2:b,Provision,Subparagraph,6.7.1,"b) lorsque les poteaux ont 5,5 m ou plus, à des hauteurs ne dépassant pas 2,7 m entre ce contreventement et:i. la base ou la tête du poteau; ouii. un autre contreventement sur un même poteau.",,6.7.1 al. 2b),Article=6.7.1 | Alinéa=2 | Niveau2=b),
se:6_7_1-ss:1-p1:3,Provision,Paragraph,6.7.1,3. Les contreventements requis au paragraphe 1 peuvent être omis si l’ingénieur qui a fait les calculs nécessaires au plan d’étaiement des coffrages à béton indique sur les plans déposés qu’il les juge non-requis.,,6.7.1 al. 3,Article=6.7.1 | Alinéa=3,
se:6_7_2,Provision,section,6.7.2,"6.7.2. Contreventement diagonal: À toutes les 4 rangées de vérins télescopiques, un contreventement en diagonale placé à 45º doit être installé dans 2 plans verticaux perpendiculaires. Ce contreventement doit être fait alternativement de haut en bas et de bas en haut.","R.R.Q., 1981, c. S-2.1, r. 6, a. 6.7.2.",6.7.2,Article=6.7.2,
se:6_7_2-ss:1,Provision,Subsection SubsectionFirst,6.7.2,"6.7.2. Contreventement diagonal: À toutes les 4 rangées de vérins télescopiques, un contreventement en diagonale placé à 45º doit être installé dans 2 plans verticaux perpendiculaires. Ce contreventement doit être fait alternativement de haut en bas et de bas en haut.",,6.7.2,Article=6.7.2,
se:6_7_3,Provision,section,6.7.3,"6.7.3. Les échafaudages d’étaiement et les constructions sur lesquels les charges imposées ne sont pas axiales, doivent être contreventés de façon à en assurer la solidité.","R.R.Q., 1981, c. S-2.1, r. 6, a. 6.7.3.",6.7.3,Article=6.7.3,
se:6_7_3-ss:1,Provision,Subsection SubsectionFirst,6.7.3,"6.7.3. Les échafaudages d’étaiement et les constructions sur lesquels les charges imposées ne sont pas axiales, doivent être contreventés de façon à en assurer la solidité.",,6.7.3,Article=6.7.3,
se:6_7_4,Provision,section,6.7.4,6.7.4. Un seul vérin télescopique en hauteur doit être utilisé dans un même étaiement.,"R.R.Q., 1981, c. S-2.1, r. 6, a. 6.7.4.",6.7.4,Article=6.7.4,
se:6_7_4-ss:1,Provision,Subsection SubsectionFirst,6.7.4,6.7.4. Un seul vérin télescopique en hauteur doit être utilisé dans un même étaiement.,,6.7.4,Article=6.7.4,
se:6_8_1,Provision,section,6.8.1,6.8.1. Les dalles en béton qui reposent sur le sol ou sur des pieux et qui ne peuvent être étayées doivent pouvoir supporter les charges imposées par l’étaiement des étages supérieurs.,"R.R.Q., 1981, c. S-2.1, r. 6, a. 6.8.1.",6.8.1,Article=6.8.1,
se:6_8_1-ss:1,Provision,Subsection SubsectionFirst,6.8.1,6.8.1. Les dalles en béton qui reposent sur le sol ou sur des pieux et qui ne peuvent être étayées doivent pouvoir supporter les charges imposées par l’étaiement des étages supérieurs.,,6.8.1,Article=6.8.1,
se:6_9_1,Provision,section,6.9.1,"6.9.1. Les prescriptions suivantes doivent être respectées lors du décoffrage:a) durant la construction, les étais doivent rester en place 21 jours, à moins d’obtenir d’un ingénieur, une attestation établissant que le béton a atteint une résistance suffisante pour supporter sa propre masse et les charges qui peuvent lui être imposées;b) les coffrages doivent être enlevés progressivement, section par section:i. en ayant soin de placer les pieds sur un appui stable;ii. en n’endommageant pas les éléments de béton; etiii. en procédant vers l’avant et en prévoyant une voie de retraite dégagée en cas de chute de matériaux;c) dans le cas de charpentes de bâtiment, les colonnes doivent d’abord être décoffrées; etd) les coffrages sous les dalles et ceux du côté des poutres et des arches doivent être enlevés avant les étais des poutres et des arches.","R.R.Q., 1981, c. S-2.1, r. 6, a. 6.9.1.",6.9.1,Article=6.9.1,
se:6_9_1-ss:1,Provision,Subsection SubsectionFirst,6.9.1,"6.9.1. Les prescriptions suivantes doivent être respectées lors du décoffrage:a) durant la construction, les étais doivent rester en place 21 jours, à moins d’obtenir d’un ingénieur, une attestation établissant que le béton a atteint une résistance suffisante pour supporter sa propre masse et les charges qui peuvent lui être imposées;b) les coffrages doivent être enlevés progressivement, section par section:i. en ayant soin de placer les pieds sur un appui stable;ii. en n’endommageant pas les éléments de béton; etiii. en procédant vers l’avant et en prévoyant une voie de retraite dégagée en cas de chute de matériaux;c) dans le cas de charpentes de bâtiment, les colonnes doivent d’abord être décoffrées; etd) les coffrages sous les dalles et ceux du côté des poutres et des arches doivent être enlevés avant les étais des poutres et des arches.",,6.9.1,Article=6.9.1,
se:6_9_1-ss:1-p1:a,Provision,Paragraph,6.9.1,"a) durant la construction, les étais doivent rester en place 21 jours, à moins d’obtenir d’un ingénieur, une attestation établissant que le béton a atteint une résistance suffisante pour supporter sa propre masse et les charges qui peuvent lui être imposées;",,6.9.1 a),Article=6.9.1 | Alinéa=a),
se:6_9_1-ss:1-p1:b,Provision,Paragraph,6.9.1,"b) les coffrages doivent être enlevés progressivement, section par section:i. en ayant soin de placer les pieds sur un appui stable;ii. en n’endommageant pas les éléments de béton; etiii. en procédant vers l’avant et en prévoyant une voie de retraite dégagée en cas de chute de matériaux;",,6.9.1 b),Article=6.9.1 | Alinéa=b),
se:6_9_1-ss:1-p1:b-p2:i,Provision,Subparagraph,6.9.1,i. en ayant soin de placer les pieds sur un appui stable;,,6.9.1 b)i),Article=6.9.1 | Alinéa=b) | Niveau2=i),
se:6_9_1-ss:1-p1:b-p2:ii,Provision,Subparagraph,6.9.1,ii. en n’endommageant pas les éléments de béton; et,,6.9.1 b)ii),Article=6.9.1 | Alinéa=b) | Niveau2=ii),
se:6_9_1-ss:1-p1:b-p2:iii,Provision,Subparagraph,6.9.1,iii. en procédant vers l’avant et en prévoyant une voie de retraite dégagée en cas de chute de matériaux;,,6.9.1 b)iii),Article=6.9.1 | Alinéa=b) | Niveau2=iii),
se:6_9_1-ss:1-p1:c,Provision,Paragraph,6.9.1,"c) dans le cas de charpentes de bâtiment, les colonnes doivent d’abord être décoffrées; et",,6.9.1 c),Article=6.9.1 | Alinéa=c),
se:6_9_1-ss:1-p1:d,Provision,Paragraph,6.9.1,d) les coffrages sous les dalles et ceux du côté des poutres et des arches doivent être enlevés avant les étais des poutres et des arches.,,6.9.1 d),Article=6.9.1 | Alinéa=d),
se:6_9_2,Provision,section,6.9.2,6.9.2. Les vérins télescopiques doivent être enlevés autrement qu’au moyen d’une masse ou d’autres objets lourds.,"R.R.Q., 1981, c. S-2.1, r. 6, a. 6.9.2.",6.9.2,Article=6.9.2,
se:6_9_2-ss:1,Provision,Subsection SubsectionFirst,6.9.2,6.9.2. Les vérins télescopiques doivent être enlevés autrement qu’au moyen d’une masse ou d’autres objets lourds.,,6.9.2,Article=6.9.2,
se:7_0_1,Provision,section,7.0.1,"7.0.1. Aux fins de la présente section, on entend par «outil portatif» un outil pour lequel la personne doit supporter le poids lors de son utilisation. 483-2021D. 483-2021, a. 91.",,7.0.1,Article=7.0.1,
se:7_0_1-ss:1,Provision,Subsection SubsectionFirst,7.0.1,"7.0.1. Aux fins de la présente section, on entend par «outil portatif» un outil pour lequel la personne doit supporter le poids lors de son utilisation.",,7.0.1,Article=7.0.1,
se:7_0_2,Provision,section,7.0.2,"7.0.2. Un outil portatif ne doit pas compromettre la sécurité des travailleurs. À cette fin, il doit:1° être maintenu en bon état de fonctionnement;2° être vérifié par une personne compétente, lorsqu’il est mû par une source d’énergie autre que manuelle, avant son emploi initial sur le chantier et quotidiennement, par la suite, lorsqu’il est utilisé;3° être entretenu conformément aux instructions du fabricant. 483-2021D. 483-2021, a. 91.",,7.0.2,Article=7.0.2,
se:7_0_2-ss:1,Provision,Subsection SubsectionFirst,7.0.2,"7.0.2. Un outil portatif ne doit pas compromettre la sécurité des travailleurs. À cette fin, il doit:1° être maintenu en bon état de fonctionnement;2° être vérifié par une personne compétente, lorsqu’il est mû par une source d’énergie autre que manuelle, avant son emploi initial sur le chantier et quotidiennement, par la suite, lorsqu’il est utilisé;3° être entretenu conformément aux instructions du fabricant.",,7.0.2,Article=7.0.2,
se:7_0_2-ss:1-p1:1,Provision,Paragraph,7.0.2,1° être maintenu en bon état de fonctionnement;,,7.0.2 al. 1,Article=7.0.2 | Alinéa=1,
se:7_0_2-ss:1-p1:2,Provision,Paragraph,7.0.2,"2° être vérifié par une personne compétente, lorsqu’il est mû par une source d’énergie autre que manuelle, avant son emploi initial sur le chantier et quotidiennement, par la suite, lorsqu’il est utilisé;",,7.0.2 al. 2,Article=7.0.2 | Alinéa=2,
se:7_0_2-ss:1-p1:3,Provision,Paragraph,7.0.2,3° être entretenu conformément aux instructions du fabricant.,,7.0.2 al. 3,Article=7.0.2 | Alinéa=3,
se:7_0_3,Provision,section,7.0.3,"7.0.3. Un outil portatif doit être utilisé conformément aux instructions du fabricant.Il ne doit pas être utilisé si les conditions météorologiques peuvent rendre son emploi dangereux. 483-2021D. 483-2021, a. 91.",,7.0.3,Article=7.0.3,
se:7_0_3-ss:1,Provision,Subsection SubsectionFirst,7.0.3,7.0.3. Un outil portatif doit être utilisé conformément aux instructions du fabricant.,,7.0.3,Article=7.0.3,
se:7_0_3-ss:2,Provision,Subsection,7.0.3,Il ne doit pas être utilisé si les conditions météorologiques peuvent rendre son emploi dangereux.,,7.0.3,Article=7.0.3,
se:7_0_4,Provision,section,7.0.4,"7.0.4. Sauf si les instructions du fabricant le permettent, un outil portatif ne doit pas être en marche lors de son rechargement, de sa réparation ou de son ajustement, de son entretien ou de son nettoyage.De plus, le moteur doit être refroidi avant de faire le plein et l’outil portatif ne doit pas être démarré à une distance de moins de 3 m de l’endroit où le plein a été effectué. 483-2021D. 483-2021, a. 91.",,7.0.4,Article=7.0.4,
se:7_0_4-ss:1,Provision,Subsection SubsectionFirst,7.0.4,"7.0.4. Sauf si les instructions du fabricant le permettent, un outil portatif ne doit pas être en marche lors de son rechargement, de sa réparation ou de son ajustement, de son entretien ou de son nettoyage.",,7.0.4,Article=7.0.4,
se:7_0_4-ss:2,Provision,Subsection,7.0.4,"De plus, le moteur doit être refroidi avant de faire le plein et l’outil portatif ne doit pas être démarré à une distance de moins de 3 m de l’endroit où le plein a été effectué.",,7.0.4,Article=7.0.4,
se:7_0_5,Provision,section,7.0.5,"7.0.5. Sous réserve de l’article 7.1.1.3., un outil portatif ne doit pas être modifié sauf si le fabricant ou un ingénieur atteste, par écrit, que la modification ne compromet pas sa sécurité ou offre la même sécurité que l’outil original. 483-2021D. 483-2021, a. 91.",,7.0.5,Article=7.0.5,
se:7_0_5-ss:1,Provision,Subsection SubsectionFirst,7.0.5,"7.0.5. Sous réserve de l’article 7.1.1.3., un outil portatif ne doit pas être modifié sauf si le fabricant ou un ingénieur atteste, par écrit, que la modification ne compromet pas sa sécurité ou offre la même sécurité que l’outil original.",,7.0.5,Article=7.0.5,
se:7_0_6,Provision,section,7.0.6,"7.0.6. Un outil portatif mû par un moteur à combustion interne doit être utilisé conformément à l’article 3.10.17. 483-2021D. 483-2021, a. 91.",,7.0.6,Article=7.0.6,
se:7_0_6-ss:1,Provision,Subsection SubsectionFirst,7.0.6,7.0.6. Un outil portatif mû par un moteur à combustion interne doit être utilisé conformément à l’article 3.10.17.,,7.0.6,Article=7.0.6,
se:7_0_7,Provision,section,7.0.7,"7.0.7. Un outil portatif mû par une source d’énergie électrique doit être utilisé conformément à la sous-section 2.11. 483-2021D. 483-2021, a. 91.",,7.0.7,Article=7.0.7,
se:7_0_7-ss:1,Provision,Subsection SubsectionFirst,7.0.7,7.0.7. Un outil portatif mû par une source d’énergie électrique doit être utilisé conformément à la sous-section 2.11.,,7.0.7,Article=7.0.7,
se:7_0_8,Provision,section,7.0.8,"7.0.8. Sous réserve d’une disposition particulière dans la présente section, les équipements de protection individuelle, prévus à la sous-section 2.10 visant à protéger le travailleur contre les risques de blessures que présente un outil portatif, doivent être portés lors de son utilisation. 483-2021D. 483-2021, a. 91.",,7.0.8,Article=7.0.8,
se:7_0_8-ss:1,Provision,Subsection SubsectionFirst,7.0.8,"7.0.8. Sous réserve d’une disposition particulière dans la présente section, les équipements de protection individuelle, prévus à la sous-section 2.10 visant à protéger le travailleur contre les risques de blessures que présente un outil portatif, doivent être portés lors de son utilisation.",,7.0.8,Article=7.0.8,
se:7_1_1,Provision,section,7.1.1,7.1.1. (Remplacé).,"R.R.Q., 1981, c. S-2.1, r. 6, a. 7.1.1; D. 329-94, a. 73; 483-2021D. 483-2021, a. 91.",7.1.1,Article=7.1.1,
se:7_1_1_1,Provision,section,7.1.1.1,"7.1.1.1. Seul un pistolet de scellement à basse vélocité peut être utilisé. 483-2021D. 483-2021, a. 91.",,7.1.1.1,Article=7.1.1.1,
se:7_1_1_1-ss:1,Provision,Subsection SubsectionFirst,7.1.1.1,7.1.1.1. Seul un pistolet de scellement à basse vélocité peut être utilisé.,,7.1.1.1,Article=7.1.1.1,
se:7_1_1_10,Provision,section,7.1.1.10,"7.1.1.10. L’employeur doit s’assurer:1° que tout pistolet de scellement à basse vélocité est:a) vérifié avant sa première utilisation quotidienne;b) inspecté régulièrement afin de détecter les pièces usées ou endommagées, selon les recommandations du fabricant;2° que toutes les parties du pistolet de scellement à basse vélocité ont été nettoyées après son utilisation;3° du bon fonctionnement des dispositifs de sécurité de tout pistolet de scellement à basse vélocité. 483-2021D. 483-2021, a. 91.",,7.1.1.10,Article=7.1.1.10,
se:7_1_1_10-ss:1,Provision,Subsection SubsectionFirst,7.1.1.10,"7.1.1.10. L’employeur doit s’assurer:1° que tout pistolet de scellement à basse vélocité est:a) vérifié avant sa première utilisation quotidienne;b) inspecté régulièrement afin de détecter les pièces usées ou endommagées, selon les recommandations du fabricant;2° que toutes les parties du pistolet de scellement à basse vélocité ont été nettoyées après son utilisation;3° du bon fonctionnement des dispositifs de sécurité de tout pistolet de scellement à basse vélocité.",,7.1.1.10,Article=7.1.1.10,
se:7_1_1_10-ss:1-p1:1,Provision,Paragraph,7.1.1.10,"1° que tout pistolet de scellement à basse vélocité est:a) vérifié avant sa première utilisation quotidienne;b) inspecté régulièrement afin de détecter les pièces usées ou endommagées, selon les recommandations du fabricant;",,7.1.1.10 al. 1,Article=7.1.1.10 | Alinéa=1,
se:7_1_1_10-ss:1-p1:1-p2:a,Provision,Subparagraph,7.1.1.10,a) vérifié avant sa première utilisation quotidienne;,,7.1.1.10 al. 1a),Article=7.1.1.10 | Alinéa=1 | Niveau2=a),
se:7_1_1_10-ss:1-p1:1-p2:b,Provision,Subparagraph,7.1.1.10,"b) inspecté régulièrement afin de détecter les pièces usées ou endommagées, selon les recommandations du fabricant;",,7.1.1.10 al. 1b),Article=7.1.1.10 | Alinéa=1 | Niveau2=b),
se:7_1_1_10-ss:1-p1:2,Provision,Paragraph,7.1.1.10,2° que toutes les parties du pistolet de scellement à basse vélocité ont été nettoyées après son utilisation;,,7.1.1.10 al. 2,Article=7.1.1.10 | Alinéa=2,
se:7_1_1_10-ss:1-p1:3,Provision,Paragraph,7.1.1.10,3° du bon fonctionnement des dispositifs de sécurité de tout pistolet de scellement à basse vélocité.,,7.1.1.10 al. 3,Article=7.1.1.10 | Alinéa=3,
se:7_1_1_11,Provision,section,7.1.1.11,"7.1.1.11. Seules les pièces de rechange recommandées par le fabricant doivent être utilisées. 483-2021D. 483-2021, a. 91.",,7.1.1.11,Article=7.1.1.11,
se:7_1_1_11-ss:1,Provision,Subsection SubsectionFirst,7.1.1.11,7.1.1.11. Seules les pièces de rechange recommandées par le fabricant doivent être utilisées.,,7.1.1.11,Article=7.1.1.11,
se:7_1_1_12,Provision,section,7.1.1.12,"7.1.1.12. Aucun pistolet de scellement à basse vélocité ne peut être utilisé lorsqu’une de ses parties ou un de ses accessoires est défectueux. 483-2021D. 483-2021, a. 91.",,7.1.1.12,Article=7.1.1.12,
se:7_1_1_12-ss:1,Provision,Subsection SubsectionFirst,7.1.1.12,7.1.1.12. Aucun pistolet de scellement à basse vélocité ne peut être utilisé lorsqu’une de ses parties ou un de ses accessoires est défectueux.,,7.1.1.12,Article=7.1.1.12,
se:7_1_1_13,Provision,section,7.1.1.13,"7.1.1.13. Lorsqu’il n’est pas utilisé, tout pistolet de scellement à basse vélocité doit être placé dans un coffret conçu à cette fin. Ce coffret doit contenir:1° une copie des instructions du fabricant quant à l’utilisation et à l’entretien du pistolet;2° tous les accessoires et outils nécessaires à l’entretien du pistolet sur les lieux du travail;3° un carnet où sont inscrites la date de chaque inspection prévue au sous-paragraphe b du paragraphe 1 de l’article 7.1.1.10, ainsi que la date et la nature de chaque réparation effectuée. 483-2021D. 483-2021, a. 91.",,7.1.1.13,Article=7.1.1.13,
se:7_1_1_13-ss:1,Provision,Subsection SubsectionFirst,7.1.1.13,"7.1.1.13. Lorsqu’il n’est pas utilisé, tout pistolet de scellement à basse vélocité doit être placé dans un coffret conçu à cette fin. Ce coffret doit contenir:1° une copie des instructions du fabricant quant à l’utilisation et à l’entretien du pistolet;2° tous les accessoires et outils nécessaires à l’entretien du pistolet sur les lieux du travail;3° un carnet où sont inscrites la date de chaque inspection prévue au sous-paragraphe b du paragraphe 1 de l’article 7.1.1.10, ainsi que la date et la nature de chaque réparation effectuée.",,7.1.1.13,Article=7.1.1.13,
se:7_1_1_13-ss:1-p1:1,Provision,Paragraph,7.1.1.13,1° une copie des instructions du fabricant quant à l’utilisation et à l’entretien du pistolet;,,7.1.1.13 al. 1,Article=7.1.1.13 | Alinéa=1,
